account_value,date,daily_return
1000000.0,2024-01-03,
1000048.0875179862,2024-01-04,4.808751798623945e-05
1000566.5157922403,2024-01-05,0.0005184033455238879
1006321.0144928286,2024-01-08,0.005751240532001933
1003601.1869175532,2024-01-09,-0.0027027434944764117
1007805.3923852808,2024-01-10,0.004189119664794738
1009631.7871861842,2024-01-11,0.0018122494825918434
1003242.2459768985,2024-01-12,-0.0063285856194100765
997413.7741726231,2024-01-16,-0.005809635536828894
995527.3739924893,2024-01-17,-0.0018912914870246045
997380.446398373,2024-01-18,0.0018613977418342476
1004282.3697477384,2024-01-19,0.006920050793344457
1009040.1141779256,2024-01-22,0.004737456888128433
1011212.6331041455,2024-01-23,0.002153055062622533
1007605.0585170179,2024-01-24,-0.0035675727033328553
1006881.084481217,2024-01-25,-0.0007185097272799368
1014223.4968408209,2024-01-26,0.00729223388220368
1019610.7551503149,2024-01-29,0.005311707258089271
1024053.9603820386,2024-01-30,0.004357746531487683
1014480.8015818143,2024-01-31,-0.00934829527601544
1025149.7623072286,2024-02-01,0.010516670900798664
1027574.0488868223,2024-02-02,0.002364812116951054
1019674.3687915388,2024-02-05,-0.007687699104352963
1020914.7426070067,2024-02-06,0.001216441104563648
1023941.131239659,2024-02-07,0.0029643891956385726
1028521.2811902205,2024-02-08,0.004473059837938553
1028115.9884913719,2024-02-09,-0.0003940537801800925
1028730.704175553,2024-02-12,0.0005979049942441694
1012190.0372128418,2024-02-13,-0.016078714182024223
1019068.9026444138,2024-02-14,0.006796021674460917
1028838.5640337417,2024-02-15,0.009586850667286928
1026597.0338562249,2024-02-16,-0.0021786996093231537
1023124.5097732514,2024-02-20,-0.0033825580714270664
1023197.3674127053,2024-02-21,7.121092179684929e-05
1033806.1021497467,2024-02-22,0.010368219343514395
1035831.6180351266,2024-02-23,0.0019592802568759726
1034348.200117833,2024-02-26,-0.0014321033375168657
1035308.6795471734,2024-02-27,0.0009285842323030202
1035380.4816246041,2024-02-28,6.935330384938432e-05
1038502.8235574693,2024-02-29,0.0030156468933681957
1041340.3566459093,2024-03-01,0.0027323306437625483
1040048.1997623567,2024-03-04,-0.0012408593168466986
1028703.1145821237,2024-03-05,-0.01090823019820164
1033019.7834927643,2024-03-06,0.004196224206431065
1041297.2963239106,2024-03-07,0.008012927693561656
1038982.796321206,2024-03-08,-0.002222708164974052
1038389.7975631952,2024-03-11,-0.0005707493522610907
1046213.7060357179,2024-03-12,0.007534654607434632
1051190.8410520067,2024-03-13,0.004757283323259198
1046681.6947957658,2024-03-14,-0.0042895600685868285
1046635.090323617,2024-03-15,-4.45259264402198e-05
1049771.243829957,2024-03-18,0.0029964154033572665
1057035.4224711657,2024-03-19,0.00691977293520285
1065811.156665223,2024-03-20,0.008302213915917012
1072506.9019074524,2024-03-21,0.006282299824276194
1062900.227332776,2024-03-22,-0.008957214687934423
1060503.6482578248,2024-03-25,-0.002254754504065759
1059536.7178555117,2024-03-26,-0.0009117652767169915
1078171.8151971635,2024-03-27,0.01758796748391034
1079312.5847658091,2024-03-28,0.0010580591632669556
1073958.4605894708,2024-04-01,-0.004960679836323867
1068400.153265191,2024-04-02,-0.005175532879762357
1071277.399686532,2024-04-03,0.0026930419399022743
